name,sku,parent_sku,description,metadata,category_names,tag_names,quantities,list_prices,discount_codes,net_prices,image_url
"""CD Children's Music Clear Poly Sleeve""","""CD Children's Music CD-3""","""CD Children's Music CD-3""","""Set up: 40 (E)<br/><br/>Fit that tight budget with an extremely affordable way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature stock design CDs, packaged in a Clear Vinyl Sleeve. Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.49"",""4.29"",""3.99"",""3.75"",""3.5"",""3.25""]",,"[""2.25"",""2.25"",""2.394"",""2.394"",""2.394"",""2.394""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/lullaby-moonv.jpg"""
"""CD Children's Music Greeting Card""","""CD Children's Music CD-4""","""CD Children's Music CD-4""","""Set up: 40 (E)<br/><br/>CD Greeting Cards are the perfect gift combining a greeting card with a complementing CD. Have your 1-4 colour imprint on our signature stock greeting card designs or customize your own CD and package to highlight your corporate message for maximum exposure at the highest perceived value. Included is a matching CD with a 1-4 colour imprint of your logo held securely in a reusable, protective, adhesive vinyl sleeve - Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/lullaby-moon.jpg"""
"""CD Chirstmas Music Traditional Package""","""CD Christmas Music CD-1""","""CD Christmas Music CD-1""","""Set up: 40 (E)<br/><br/>Have your 1-4 colour logo imprinted directly onto our signature stock design CDs or Customize your own pacakge at NO EXTRA COST. Inserted in a traditional CD package including: jewel case, front jacket and back tray. Shrink wrapping included. Add Royalty Fee. See and Hear Music on our website at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/pionsetta_trad.jpg"""
"""CD Christmas Music Clear Jewel Case""","""CD Christmas Music CD-2""","""CD Christmas Music CD-2""","""Set up: 40 (E)<br/><br/>An economical and traditional way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature selection of stock design CDs or cumstomize your own CD at NO EXTRA COST, packaged in an all-clear jewel box and includes shrink wrapping - Add Royalty - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.99"",""4.49"",""4.29"",""3.85"",""3.75"",""3.5""]",,"[""2.31"",""2.31"",""2.31"",""2.574"",""2.574"",""2.574""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/xmas-snowflakesclear.jpg"""
"""CD Christmas Music Clear Poly Sleeve""","""CD Christmas Music CD-3""","""CD Christmas Music CD-3""","""Set up: 40 (E)<br/><br/>Fit that tight budget with an extremely affordable way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature stock design CDs, packaged in a Clear Vinyl Sleeve. Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.49"",""4.29"",""3.99"",""3.75"",""3.5"",""3.25""]",,"[""2.25"",""2.25"",""2.394"",""2.394"",""2.394"",""2.394""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/xmas-penguinv.jpg"""
"""CD Christmas Music World Greeting Card""","""CD Christmas Music CD-4""","""CD Christmas Music CD-4""","""Set up: 40 (E)<br/><br/>CD Greeting Cards are the perfect gift combining a greeting card with a complementing CD. Have your 1-4 colour imprint on our signature stock greeting card designs or customize your own CD and package to highlight your corporate message for maximum exposure at the highest perceived value. Included is a matching CD with a 1-4 colour imprint of your logo held securely in a reusable, protective, adhesive vinyl sleeve - Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/xmas-world.jpg"""
"""CD Classical Music Traditional Package""","""CD Classical Music CD-1""","""CD Classical Music CD-1""","""Set up: 40 (E)<br/><br/>Have your 1-4 colour logo imprinted directly onto our signature stock design CDs or Customize your own pacakge at NO EXTRA COST. Inserted in a traditional CD package including: jewel case, front jacket and back tray. Shrink wrapping included. Add Royalty Fee. See and Hear Music on our website at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/cherub_trad.jpg"""
"""CD Classical Music Clear Jewel Case""","""CD Classical Music CD-2""","""CD Classical Music CD-2""","""Set up: 40 (E)<br/><br/>An economical and traditional way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature selection of stock design CDs or cumstomize your own CD at NO EXTRA COST, packaged in an all-clear jewel box and includes shrink wrapping - Add Royalty - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.99"",""4.49"",""4.29"",""3.85"",""3.75"",""3.5""]",,"[""2.31"",""2.31"",""2.31"",""2.574"",""2.574"",""2.574""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/classical-rosesclear.jpg"""
"""CD Classical Music Clear Poly Sleeve""","""CD Classical Music CD-3""","""CD Classical Music CD-3""","""Set up: 40 (E)<br/><br/>Fit that tight budget with an extremely affordable way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature stock design CDs, packaged in a Clear Vinyl Sleeve. Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.49"",""4.29"",""3.99"",""3.75"",""3.5"",""3.25""]",,"[""2.25"",""2.25"",""2.394"",""2.394"",""2.394"",""2.394""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/classic-heart-leavesv.jpg"""
"""CD Classical Music Greeting Card""","""CD Classical Music CD-4""","""CD Classical Music CD-4""","""Set up: 40 (E)<br/><br/>CD Greeting Cards are the perfect gift combining a greeting card with a complementing CD. Have your 1-4 colour imprint on our signature stock greeting card designs or customize your own CD and package to highlight your corporate message for maximum exposure at the highest perceived value. Included is a matching CD with a 1-4 colour imprint of your logo held securely in a reusable, protective, adhesive vinyl sleeve - Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/classic-music-treble-clef.jpg"""
"""CD Hits of the 50's Traditional Package""","""CD Hits of the 50's Music CD-1""","""CD Hits of the 50's Music CD-1""","""Set up: 40 (E)<br/><br/>Have your 1-4 colour logo imprinted directly onto our signature stock design CDs or Customize your own pacakge at NO EXTRA COST. Inserted in a traditional CD package including: jewel case, front jacket and back tray. Shrink wrapping included. Add Royalty Fee. See and Hear Music on our website at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/50s_trad.jpg"""
"""CD Hits of the 50's Clear Jewel Case""","""CD Hits of the 50's Music CD-2""","""CD Hits of the 50's Music CD-2""","""Set up: 40 (E)<br/><br/>An economical and traditional way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature selection of stock design CDs or cumstomize your own CD at NO EXTRA COST, packaged in an all-clear jewel box and includes shrink wrapping - Add Royalty - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.99"",""4.49"",""4.29"",""3.85"",""3.75"",""3.5""]",,"[""2.31"",""2.31"",""2.31"",""2.574"",""2.574"",""2.574""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/hits-50sclear.jpg"""
"""CD Hits of the 50's Clear Poly Sleeve""","""CD Hits of the 50's Music CD-3""","""CD Hits of the 50's Music CD-3""","""Set up: 40 (E)<br/><br/>Fit that tight budget with an extremely affordable way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature stock design CDs, packaged in a Clear Vinyl Sleeve. Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.49"",""4.29"",""3.99"",""3.75"",""3.5"",""3.25""]",,"[""2.25"",""2.25"",""2.394"",""2.394"",""2.394"",""2.394""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/hits-50sv.jpg"""
"""CD Hits of the 50's Greeting Card""","""CD Hits of the 50's Music CD-4""","""CD Hits of the 50's Music CD-4""","""Set up: 40 (E)<br/><br/>CD Greeting Cards are the perfect gift combining a greeting card with a complementing CD. Have your 1-4 colour imprint on our signature stock greeting card designs or customize your own CD and package to highlight your corporate message for maximum exposure at the highest perceived value. Included is a matching CD with a 1-4 colour imprint of your logo held securely in a reusable, protective, adhesive vinyl sleeve - Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/hits-50s.jpg"""
"""CD Hits of the 60's Traditional Package""","""CD Hits of the 60's Music CD-1""","""CD Hits of the 60's Music CD-1""","""Set up: 40 (E)<br/><br/>Have your 1-4 colour logo imprinted directly onto our signature stock design CDs or Customize your own pacakge at NO EXTRA COST. Inserted in a traditional CD package including: jewel case, front jacket and back tray. Shrink wrapping included. Add Royalty Fee. See and Hear Music on our website at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/60s_trad.jpg"""
"""CD Hits of the 60's Clear Jewel Case""","""CD Hits of the 60's Music CD-2""","""CD Hits of the 60's Music CD-2""","""Set up: 40 (E)<br/><br/>An economical and traditional way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature selection of stock design CDs or cumstomize your own CD at NO EXTRA COST, packaged in an all-clear jewel box and includes shrink wrapping - Add Royalty - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.99"",""4.49"",""4.29"",""3.85"",""3.75"",""3.5""]",,"[""2.31"",""2.31"",""2.31"",""2.574"",""2.574"",""2.574""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/hits-60sclear.jpg"""
"""CD Hits of the 60's Clear Poly Sleeve""","""CD Hits of the 60's Music CD-3""","""CD Hits of the 60's Music CD-3""","""Set up: 40 (E)<br/><br/>Fit that tight budget with an extremely affordable way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature stock design CDs, packaged in a Clear Vinyl Sleeve. Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.49"",""4.29"",""3.99"",""3.75"",""3.5"",""3.25""]",,"[""2.25"",""2.25"",""2.394"",""2.394"",""2.394"",""2.394""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/hits-60sv.jpg"""
"""CD Hits ofthe 60's Greeting Card""","""CD Hits of the 60's Music CD-4""","""CD Hits of the 60's Music CD-4""","""Set up: 40 (E)<br/><br/>CD Greeting Cards are the perfect gift combining a greeting card with a complementing CD. Have your 1-4 colour imprint on our signature stock greeting card designs or customize your own CD and package to highlight your corporate message for maximum exposure at the highest perceived value. Included is a matching CD with a 1-4 colour imprint of your logo held securely in a reusable, protective, adhesive vinyl sleeve - Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/hits-60s.jpg"""
"""CD Hits of the 70's Traditional Package""","""CD Hits of the 70's Music CD-1""","""CD Hits of the 70's Music CD-1""","""Set up: 40 (E)<br/><br/>Have your 1-4 colour logo imprinted directly onto our signature stock design CDs or Customize your own pacakge at NO EXTRA COST. Inserted in a traditional CD package including: jewel case, front jacket and back tray. Shrink wrapping included. Add Royalty Fee. See adn Hear Music on our website at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/70s_trad.jpg"""
"""CD Hits of the 70's Clear Jewel Case""","""CD Hits of the 70's Music CD-2""","""CD Hits of the 70's Music CD-2""","""Set up: 40 (E)<br/><br/>An economical and traditional way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature selection of stock design CDs or cumstomize your own CD at NO EXTRA COST, packaged in an all-clear jewel box and includes shrink wrapping - Add Royalty - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.99"",""4.49"",""4.29"",""3.85"",""3.75"",""3.5""]",,"[""2.31"",""2.31"",""2.31"",""2.574"",""2.574"",""2.574""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/hits-70sclear.jpg"""
"""CD Hits of the 70's Clear Poly Sleeve""","""CD Hits of the 70's Music CD-3""","""CD Hits of the 70's Music CD-3""","""Set up: 40 (E)<br/><br/>Fit that tight budget with an extremely affordable way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature stock design CDs, packaged in a Clear Vinyl Sleeve. Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.49"",""4.29"",""3.99"",""3.75"",""3.5"",""3.25""]",,"[""2.25"",""2.25"",""2.394"",""2.394"",""2.394"",""2.394""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/hits-70sv.jpg"""
"""CD Hits of the 70's Greeting Card""","""CD Hits of the 70's Music CD-4""","""CD Hits of the 70's Music CD-4""","""Set up: 40 (E)<br/><br/>CD Greeting Cards are the perfect gift combining a greeting card with a complementing CD. Have your 1-4 colour imprint on our signature stock greeting card designs or customize your own CD and package to highlight your corporate message for maximum exposure at the highest perceived value. Included is a matching CD with a 1-4 colour imprint of your logo held securely in a reusable, protective, adhesive vinyl sleeve - Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/hits-70s.jpg"""
"""CD Hits of the Summer Traditional Package""","""CD Hits of the Summer Music CD-1""","""CD Hits of the Summer Music CD-1""","""Set up: 40 (E)<br/><br/>Have your 1-4 colour logo imprinted directly onto our signature stock design CDs or Customize your own pacakge at NO EXTRA COST. Inserted in a traditional CD package including: jewel case, front jacket and back tray. Shrink wrapping included. Add Royalty Fee. See and Hear Music on our website at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/summer_trad.jpg"""
"""CD Hits of the Summer Clear Jewel Case""","""CD Hits of the Summer Music CD-2""","""CD Hits of the Summer Music CD-2""","""Set up: 40 (E)<br/><br/>An economical and traditional way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature selection of stock design CDs or cumstomize your own CD at NO EXTRA COST, packaged in an all-clear jewel box and includes shrink wrapping - Add Royalty - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.99"",""4.49"",""4.29"",""3.85"",""3.75"",""3.5""]",,"[""2.31"",""2.31"",""2.31"",""2.574"",""2.574"",""2.574""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/hits-summeclearr.jpg"""
"""CD Hits of the Summer Clear Poly Sleeve""","""CD Hits of the Summer Music CD-3""","""CD Hits of the Summer Music CD-3""","""Set up: 40 (E)<br/><br/>Fit that tight budget with an extremely affordable way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature stock design CDs, packaged in a Clear Vinyl Sleeve. Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.49"",""4.29"",""3.99"",""3.75"",""3.5"",""3.25""]",,"[""2.25"",""2.25"",""2.394"",""2.394"",""2.394"",""2.394""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/hits-summerv.jpg"""
"""CD Hits of the Summer Greeting Card""","""CD Hits of the Summer Music CD-4""","""CD Hits of the Summer Music CD-4""","""Set up: 40 (E)<br/><br/>CD Greeting Cards are the perfect gift combining a greeting card with a complementing CD. Have your 1-4 colour imprint on our signature stock greeting card designs or customize your own CD and package to highlight your corporate message for maximum exposure at the highest perceived value. Included is a matching CD with a 1-4 colour imprint of your logo held securely in a reusable, protective, adhesive vinyl sleeve - Add Royalty Fee - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/hits-summer.jpg"""
"""CD Lullaby Music Traditional Package""","""CD Lullaby Music-1""","""CD Lullaby Music-1""","""Set up: 40 (E)<br/><br/>Have your 1-4 colour logo imprinted directly onto our signature stock design CDs or Customize your own pacakge at NO EXTRA COST. Inserted in a traditional CD package including: jewel case, front jacket and back tray. Shrink wrapping included. Add Royalty Fee. See and Hear Music on our website at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""5.99"",""5.49"",""4.99"",""4.75"",""4.5"",""3.99""]",,"[""2.7"",""2.7"",""2.85"",""2.85"",""2.85"",""2.994""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/markus_trad.jpg"""
"""CD Lullaby Music Clear Jewel Case""","""CD Lullaby Music-2""","""CD Lullaby Music-2""","""Set up: 40 (E)<br/><br/>An economical and traditional way to package your personalized logoed CD. Have your 1-4 colour logo imprinted directly onto our signature selection of stock design CDs or cumstomize your own CD at NO EXTRA COST, packaged in an all-clear jewel box and includes shrink wrapping - Add Royalty - See and Hear Music at www.thelogoedcd.com""","{""setup charge"":""$40 (E).""}","[""Music CD""]",,"[50,100,300,500,1000,2500]","[""4.99"",""4.49"",""4.29"",""3.85"",""3.75"",""3.5""]",,"[""2.31"",""2.31"",""2.31"",""2.574"",""2.574"",""2.574""]","""https://dl.dropboxusercontent.com/u/8532883/product_pics/childrensclear.jpg"""
