name,sku,parent_sku,description,metadata,category_names,tag_names,quantities,list_prices,discount_codes,net_prices,image_url
"""elleven™ Prizm 3-in-1 Ballpoint Stylus""","""0011-06-Gray""","""0011-06-Gray""","""Excusive elleven™ design features a winning solution with a black ink ballpoint , rubberized stylus and laser pointer. Subtle metallic finish with gloss black enamel accents. Soft, rubber stylus is ideal for navigating on iPads, iPhone, Androids and other touchscreen devices. Push on/off button for laser feature. Pen includes premium black ballpoint ink cartridge. elleven™ gift box is included.\n""","{""material"":""Aluminum"",""size"":""5.5\"" H"",""packaging"":""2-piece premium gift box"",""color"":""Gray""}","[""Metal Pens""]",,"[144,250,400,600,1000]","[""14.5"",""13.92"",""13.35"",""12.77"",""11.5""]",,"[6.8999999999999995,6.8999999999999995,6.8999999999999995,6.8999999999999995,6.8999999999999995]","""http://media.pcna.com/ms/?/leeds/large/0011-06GY_D-1/en"""
"""elleven™ Triple Grip Ballpoint Stylus""","""0011-07-Silver""","""0011-07-Silver""","""Exclusive elleven™ design features a distinctive shiny chrome upper finish with striking black accents. The intricate triple panel grip allows for ease of comfort and writability. Soft, rubber stylus is ideal for navigating on iPads, iPhone, Androids and other touchscreen devices. Pen includes premium blue ballpoint ink cartridge. elleven™ gift box is included.""","{""material"":""Brass"",""size"":""5.75\"" H"",""packaging"":""2-piece premium gift box"",""color"":""Silver""}","[""Metal Pens""]",,"[60,150,300,450,600]","[""10.87"",""10.43"",""10"",""9.58"",""8.62""]",,"[5.172,5.172,5.172,5.172,5.172]","""http://media.pcna.com/ms/?/leeds/large/0011-07SL_D-1/en"""
"""elleven™ Triple Grip Roller Ball Stylus""","""0011-08-Silver""","""0011-08-Silver""","""Exclusive elleven™ design features a distinctive shiny chrome upper finish with striking black accents. The intricate triple panel grip allows for ease of comfort and great writability. Soft, rubber stylus is ideal for navigating on iPads, iPhone, Androids and other touchscreen devices. Pen includes premium blue ink roller ball cartridge. elleven™ gift box is included.\n""","{""material"":""Brass"",""size"":""5.75\"" H"",""packaging"":""2-piece premium gift box"",""color"":""Silver""}","[""Metal Pens""]",,"[60,150,300,450,600]","[""11.75"",""11.28"",""10.82"",""10.35"",""9.33""]",,"[5.598,5.598,5.598,5.598,5.598]","""http://media.pcna.com/ms/?/leeds/large/0011-08SL_D-1/en"""
"""elleven™ Vapor Dual Ballpoint Stylus""","""0011-09-Graphite""","""0011-09-Graphite""","""Exclusive Leed's design features stunning midnight chrome finishing with signature Vapor detailing on bottom barrel. Rubberized capacitive touch stylus tip is ideal for touch screens such as iPhones and iPads as well as everyday uses such as touchscreen payment pads used in grocery stores, gas stations, department stores and ATMs. Pen also includes premium black ink cartridge.""","{""material"":""Brass"",""size"":""5.85\"" H x .38\"" D"",""packaging"":""2-piece black gift box"",""color"":""Graphite""}","[""Metal Pens""]",,"[48,150,300,450,600]","[""15.38"",""14.78"",""14.17"",""13.57"",""12.22""]",,"[7.332,7.332,7.332,7.332,7.332]","""http://media.pcna.com/ms/?/leeds/large/0011-09GA_D-1/en"""
"""elleven™ Zippered Padfolio""","""0011-10-Black""","""0011-10-Black""","""Zippered closure. Techtrap elastic interior organizer. Holds an iPad.  Front cover access pocket with business card holders and media organizers. 4 USB memory flash drive holders. 2 business card holders. Elastic pen loop.  Gusseted document pocket. Includes 8.5\"" x 11\"" elleven™ series writing pad.""","{""material"":""Dot Dobby Nylon with Scuba"",""size"":""14\"" H x 11\"" W x 1.88\"" L"",""packaging"":""1-piece premium gift box"",""color"":""Black""}","[""Stationery""]",,"[24,100,150,250,400]","[""44.62"",""42.87"",""41.1"",""39.32"",""35.42""]",,"[21.252,21.252,21.252,21.252,21.252]","""http://media.pcna.com/ms/?/leeds/large/0011-10BK_D/en"""
"""elleven™ Small Techtrap""","""0011-11-Gray""","""0011-11-Gray""","""Use our techtrap technology to transport your iPhone, Android phone, iPod, iPad Mini or other technology devices plus their complementing cables and power devices.  Place into any bag for convenient storage or transportation.""","{""material"":""Nylon"",""size"":""8.75\"" H x .5\"" W x 6.6\"" L"",""packaging"":""Bulk"",""color"":""Gray""}","[""Technology""]",,"[48,150,300,450,600]","[""17.65"",""16.95"",""16.25"",""15.57"",""14.02""]",,"[8.411999999999999,8.411999999999999,8.411999999999999,8.411999999999999,8.411999999999999]","""http://media.pcna.com/ms/?/leeds/large/0011-11GY_D-1/en"""
"""elleven™ Jet Setter Travel Wallet""","""0011-17-Black""","""0011-17-Black""","""Take storage and organization to a whole new level for any jet setter.  Features a quick storage passport slot, four slotted pockets for credit cards, mesh ID holder, zippered coin pocket, pen holder, slotted pocket for boarding pass, and a techtrap area for a Smartphone, USB Memory, or other item.""","{""material"":""420d Poly"",""size"":""9.25\"" H x 1.25\"" W x 5\"" L"",""packaging"":""1-piece premium gift box"",""color"":""Black""}","[""Travel Gifts""]",,"[36,100,150,250,400]","[""27.48"",""26.4"",""25.3"",""24.2"",""21.82""]",,"[13.092,13.092,13.092,13.092,13.092]","""http://media.pcna.com/ms/?/leeds/large/0011-17BK_D/en"""
"""elleven™ Jr. Zippered Padfolio""","""0011-20-Black""","""0011-20-Black""","""Zippered closure. Techtrap elastic interior organizer. Holds an iPad. Front cover pocket with business card holders. Interior organizational panel includes five business card holders and one USB port. Pen loop. Document folder. Includes 5\"" x 8\"" writing pad.""","{""material"":""Dot Dobby Nylon with Scuba"",""size"":""11\"" H x 8.625\"" W x 1.5\"" L"",""packaging"":""1-piece premium gift box"",""color"":""Black""}","[""Stationery""]",,"[36,100,150,250,400]","[""36.02"",""34.6"",""33.17"",""31.75"",""28.6""]",,"[17.16,17.16,17.16,17.16,17.16]","""http://media.pcna.com/ms/?/leeds/large/0011-20BK_D/en"""
"""elleven™ Electronics Manager""","""0011-23-Black""","""0011-23-Black""","""Manage and protect your electronics with an EVA Molded case.  In today's world where you need cords, chargers, and accessories to constantly power and use today's devices like iPad, iPhone or other Tablets and Smartphones, the elleven Electronics Manager keeps those items all together.  Two mesh pockets, a techtrap interior, and a protective nylex pocket keeps your items safe inside the zippered case.""","{""material"":""Furong"",""size"":""7.63\"" H x 6\"" W x 1.25\"" L"",""packaging"":""Bulk"",""color"":""Black""}","[""Technology""]",,"[24,100,150,250,400]","[""29.87"",""28.67"",""27.48"",""26.32"",""23.7""]",,"[14.219999999999999,14.219999999999999,14.219999999999999,14.219999999999999,14.219999999999999]","""http://media.pcna.com/ms/?/leeds/large/0011-23BK_D-1/en"""
"""elleven™ Traverse RFID Travel Wallet""","""0011-26-Black""","""0011-26-Black""","""Streamline your business travelling with the elleven™ Traverse collection. RFID Technology encases your belongings to protect against identify theft. Fully featured travel wallet that has exterior and interior slotted pockets for your boarding pass, passport, and all other travel documents.  Includes a privacy mesh ID holder, elastic pen holder, and additional slots for credit cards.  Features multiple elastic slots to hold business cards.  Perfect for international and domestic travel.""","{""material"":""Vinyl"",""size"":""10\"" H x 5\"" W x 1\"" L"",""packaging"":""1-piece premium gift box"",""color"":""Black""}","[""Travel Gifts""]",,"[24,100,150,250,400]","[""32.02"",""30.75"",""29.47"",""28.2"",""25.4""]",,"[15.239999999999998,15.239999999999998,15.239999999999998,15.239999999999998,15.239999999999998]","""http://media.pcna.com/ms/?/leeds/large/0011-26BK_D-1/en"""
"""elleven™ Traverse RFID Passport Wallet""","""0011-28-Black""","""0011-28-Black""","""Get down to business while travelling, with the elleven™ Traverse Collection. RFID Technology encases your belongings to protect against identify theft. Features a quick storage passport slot, mesh ID holder, elastic pen holder, slotted pocket for boarding pass, and additional slots for credit cards.""","{""material"":""Vinyl"",""size"":""6.25\"" H x 5\"" W x 1\"" L"",""packaging"":""1-piece premium gift box"",""color"":""Black""}","[""Travel Gifts""]",,"[36,100,150,250,400]","[""20.97"",""20.15"",""19.3"",""18.48"",""16.65""]",,"[9.989999999999998,9.989999999999998,9.989999999999998,9.989999999999998,9.989999999999998]","""http://media.pcna.com/ms/?/leeds/large/0011-28BK_D-1/en"""
"""elleven™ Wheeled Security-Friendly Compu-Backpack""","""0011-29-Black""","""0011-29-Black""","""Main zippered compartment includes TSA-friendly laptop compartment, expediting airport security. Holds most 17\"" laptops. File dividers and earbud port access. Zippered media pocket. Front zippered pocket with deluxe organization includes techtrap. Padded valuables pocket. Three side zippered pockets. Hideaway backpack straps and comfort carry handle. Telescoping handle and inline wheels. Exterior TSA hangtag for guideline information. Free run charges for embroidery up to 7500 stitches until 12/31/16.""","{""material"":""Dot Dobby Nylon with Scuba"",""size"":""18\"" H x 12\"" W x 6.5\"" L"",""packaging"":""Bulk"",""color"":""Black""}","[""Business Cases""]",,"[6,20,40,60,100]","[""236.83"",""227.43"",""218.03"",""208.63"",""187.95""]",,"[112.77,112.77,112.77,112.77,112.77]","""http://media.pcna.com/ms/?/leeds/large/0011-29BK_D-1/en"""
"""elleven™ Vapor Zippered Padfolio""","""0011-30-Black""","""0011-30-Black""","""Zippered closure.  Features a removable techtrap organization unit with easel stand function.  Techtrap holds most tablet models including all versions of the iPad including the iPad Air.  Includes a screen cleaner, business card pockets and elastic pen loops.  8.5\"" x 11\"" writing pad.""","{""material"":""Textured UltraHyde"",""size"":""13.5\"" H x 11.25\"" W x 1.5\"" L"",""packaging"":""Bulk"",""color"":""Black""}","[""Stationery""]",,"[12,50,100,150,200]","[""60.07"",""57.7"",""55.3"",""52.93"",""47.68""]",,"[28.608,28.608,28.608,28.608,28.608]","""http://media.pcna.com/ms/?/leeds/large/0011-30BK_D-1/en"""
"""elleven™ Drive Checkpoint-Friendly Compu-Messenger""","""0011-31-Black""","""0011-31-Black""","""This exclusive design has a designated laptop-only section that unfolds to lay flat on the X-ray belt to increase your speed, convenience and security. Side entry laptop compartment holds up to 17\"" laptops. Open main compartment with buckled flap. Zippered front pocket accesses earbud port and holds the removable techtrap elastic organizer panel. Deluxe organization, zippered bottom pocket and a nylex lined zippered iPad pocket are located under the protective flap. One zippered and one airmesh side pockets. This sporty bag also includes additional adjustable straps on the bottom for extra storage and stability. Carry handle. Adjustable shoulder strap features the Adrenaline series unique ventilation patterned shoulder pad. Back panel design to slip over trolley handles. Exterior TSA hangtag for guideline information. Signature elleven™ lining and hardware. Free run charges for embroidery up to 7500 stitches until 12/31/16.""","{""material"":""Ripstop Nylon and 600d PolyCanvas"",""size"":""13\"" H x 18.5\"" W x 6.5\"" L"",""packaging"":""Bulk"",""color"":""Black""}","[""Business Cases""]",,"[12,50,100,150,200]","[""97.75"",""93.88"",""90"",""86.12"",""77.58""]",,"[46.547999999999995,46.547999999999995,46.547999999999995,46.547999999999995,46.547999999999995]","""http://media.pcna.com/ms/?/leeds/large/0011-31BK_D-1/en"""
"""elleven™ Transit Tablet Messenger""","""0011-32-Black""","""0011-32-Black""","""This exclusive tablet messenger makes your daily commute or travel easier and keeps your gadgets more secure. The messenger is large enough to fit any tablet in the main compartment in addition to any folders, magazines, books or catalogs you may have. However, the front zippered pocket under the flap has a specially designed techtrap to hold your 10.1\"" tablet, including iPad. The techtrap is attached by Velcro and slides out so that you can fasten it to the bag using the stand that kicks out so that you can use your tablet without having to completely remove it from the bag. Techtrap is removable so you can grab it and go without having to take the entire bag. Back panel designed to slip over trolley handles. Signature elleven™ lining and hardware. Free run charges for embroidery up to 7500 stitches until 12/31/16.""","{""material"":""840d Linear Ripstop with 420d PolyCanvas accents"",""size"":""10.25\"" H x 11.5\"" W x 2.25\"" L"",""packaging"":""Bulk"",""color"":""Black""}","[""Business Cases""]",,"[12,50,100,150,200]","[""63.13"",""60.63"",""58.12"",""55.62"",""50.1""]",,"[30.06,30.06,30.06,30.06,30.06]","""http://media.pcna.com/ms/?/leeds/large/0011-32BK_D-2/en"""
"""elleven™ Squared Checkpoint-Friendly Compu-Backpack""","""0011-33-Charcoal""","""0011-33-Charcoal""","""The elleven™ Squared backpack is the next generation in travel bags, built specifically for the frequent traveler. The checkpoint-friendly design holds up to a 15.6\"" laptop in its dedicated computer compartment, as well as keeping your iPad or tablet secure in the main compartment. Smarter organization throughout makes this bag the perfect accoutrement for the modern professional. A 270-degree organizer opening, and a luggage-style main copmartment opening makes getting in and out of this bag easy. Other smart details include a RFID blocking pocket, tarpaulin bottom, and flexible mesh pockets along with standard pen and business card storage. Comfortable mesh straps and back keep you cool and integrated trolley sleeve helps ease the pain of airport travel. Free run charges for embroidery up to 7500 stitches until 12/31/16.""","{""material"":""Heathered Polyester and Tarpaulin"",""size"":""18\"" H x 12\"" W x 6.25\"" L"",""packaging"":""Bulk"",""color"":""Charcoal""}","[""Backpacks""]",,"[6,20,40,60,100]","[""98.87"",""94.93"",""91.02"",""87.1"",""78.47""]",,"[47.082,47.082,47.082,47.082,47.082]","""http://media.pcna.com/ms/?/leeds/large/0011-33CA_D-1/en"""
"""elleven™ Lunar Lightweight Compu-Backpack""","""0011-34-Gray""","""0011-34-Gray""","""The new elleven™ lightweight series is making travel lighter and smarter. Smaller and lighter devices need a bag that is as innovative as the technology inside. The new elleven Lunar backpack includes the same smart organization and functionality you expect in elleven, but in an ultra-light design with weather-resistant nylon and a waterproof front pocket. Coming in at just 1lb, this bag still has the protection you need. The dedicated rear laptop compartment holds up to a 15.6\"" computer, and main compartment has a pocket for your tablet or iPad, as well as pockets for your pens, business cards, and cables. Extra organization in the waterproof front pocket, and mesh slash pocket for a water bottle. Lightweight straps are durable and extremely comfortable. Padded mesh back with trolley sleeve. Reflective branding adds an additional safety element to keep you visible at night. Free run charges for embroidery up to 7500 stitches until 12/31/16.""","{""material"":""Nylon"",""size"":""17\"" H x 10.25\"" W x 5\"" L"",""packaging"":""Bulk"",""color"":""Gray""}","[""Backpacks""]",,"[12,50,100,150,200]","[""72.1"",""69.25"",""66.38"",""63.53"",""57.23""]",,"[34.337999999999994,34.337999999999994,34.337999999999994,34.337999999999994,34.337999999999994]","""http://media.pcna.com/ms/?/leeds/large/0011-34GY_D/en"""
"""elleven™ Drive Checkpoint Friendly Compu-Backpack""","""0011-35-Black""","""0011-35-Black""","""This exclusive design has a designated laptop-only section that unfolds to lay flat on the X-ray belt to increase your speed through security. Side entry laptop compartment holds up to a 17\"" computer. Spacious main zippered compartment includes multiple slash pockets, a nylex-lined dedicated iPad/tablet pocket and removable sport techtrap organizer. Zippered top media pocket is nylex-lined with earbud port. Front zippered pocket with deluxe organization and key fob. Two large zippered side pockets; airmesh side pocket and large zippered bottom front pocket. This sporty bag also includes a chest strap and multiple adjustable straps on the sides and bottom for extra storage and stability. Padded back with the Drive series unique ventilation pattern and compression shoulder straps for extra comfort. Back panel design to slip over trolley handles. Signature elleven™ lining and hardware. Free run charges for embroidery up to 7500 stitches until 12/31/16.""","{""material"":""Ripstop Nylon and 600d PolyCanvas"",""size"":""18\"" H x 13.5\"" W x 8\"" L"",""packaging"":""Bulk"",""color"":""Black""}","[""Backpacks""]",,"[12,50,100,150,200]","[""105.48"",""101.3"",""97.12"",""92.92"",""83.72""]",,"[50.232,50.232,50.232,50.232,50.232]","""http://media.pcna.com/ms/?/leeds/large/0011-35BK_D-5/en"""
"""elleven™ Motion Compu-Daypack""","""0011-36-Black""","""0011-36-Black""","""This exclusive design packs all the organization you could ever need in a compact design without sacrificing functionality and comfort. Features a padded laptop compartment, lined pocket for your iPad/tablet or eReader, dedicated pockets for things such as cords in addition to the large main compartment. Side grab handle makes getting in and out of a car or off a plane easier. Quick access pocket for your phone, passport or other valuables. Padded back and straps for extra comfort. Back panel designed to slip over trolley handles. Signature elleven™ lining and hardware. Free run charges for embroidery up to 7500 stitches until 12/31/16.""","{""material"":""600d Polyester and 420d Ripstop Nylon"",""size"":""17.5\"" H x 12.5\"" W x 5.25\"" L"",""packaging"":""Bulk"",""color"":""Black""}","[""Backpacks""]",,"[12,50,100,150,200]","[""73.57"",""70.65"",""67.72"",""64.82"",""58.38""]",,"[35.028,35.028,35.028,35.028,35.028]","""http://media.pcna.com/ms/?/leeds/large/0011-36BK_D-2/en"""
"""elleven™ Flare Lightweight Compu-Backpack""","""0011-37-Gray""","""0011-37-Gray""","""The new elleven™ lightweight series is making travel lighter and smarter. Smaller and lighter devices need a bag that is as innovative as the technology inside. The new elleven™ Flare backpack includes the same smart organization and functionality you expect in elleven, but in an ultra-light design with weather-resistant nylon and a waterproof front pocket. The rear laptop compartment holds up to a 15.6\"" computer, and main compartment has a dedicated pocket for your tablet or iPad. The tarpaulin bottom pocket allows you to stash all the extra stuff you need on your trip and keeps it easily accessible. Features plenty of organization in the front zippered pocket, side zippered pocket, and main compartment. Light enough for your daily commute, but enough space and storage to make it perfect for travel. Reflective branding adds an additional safety element to keep you visible at night. Free run charges for embroidery up to 7500 stitches until 12/31/16.""","{""material"":""Nylon"",""size"":""20\"" H x 11.75\"" W x 6\"" L"",""packaging"":""Bulk"",""color"":""Gray""}","[""Backpacks""]",,"[12,50,100,150,200]","[""81.57"",""78.33"",""75.1"",""71.87"",""64.75""]",,"[38.85,38.85,38.85,38.85,38.85]","""http://media.pcna.com/ms/?/leeds/large/0011-37GY_D/en"""
"""elleven™ Drive 24\"" Duffel""","""0011-39-Black""","""0011-39-Black""","""Zippered main compartment with U-shaped opening. Front zippered pocket with earbud port includes removable sport techtrap organizer. Large ventilated side pocket holds shoes or damp garments. Additional side zippered accessory pocket with exterior elastic shock cord for maximum storage. This sporty bag also includes an open insulated bottle pocket. Handles made of durable webbing with comfortable handle wrap; side grab handle. Detachable, adjustable shoulder strap features the Drive series unique ventilation patterned shoulder pad. Signature elleven™ lining and hardware. Free run charges for embroidery up to 7500 stitches until 12/31/16.""","{""material"":""Ripstop Nylon and 600d PolyCanvas"",""size"":""12\"" H x 24\"" W x 10.5\"" L"",""packaging"":""Bulk"",""color"":""Black""}","[""Duffels""]",,"[12,50,100,150,200]","[""84.32"",""80.97"",""77.63"",""74.28"",""66.92""]",,"[40.152,40.152,40.152,40.152,40.152]","""http://media.pcna.com/ms/?/leeds/large/0011-39BK_D-8/en"""
"""elleven™ Utility Kit""","""0011-41-Black""","""0011-41-Black""","""Zippered main compartment with U-shaped opening.  Front velcro pocket.  Two side zippered pockets.  Elastic shock cord on exterior side pocket for additional storage. Interior includes zippered mesh pocket and deluxe organization in the form of multiple pockets and elastic dividers.  Metal hook hanging feature for convenience.  Top grab handle for easy carry.  Signature elleven™ lining and hardware.""","{""material"":""Dobby Nylon"",""size"":""9\"" H x 4.5\"" W x 12\"" L"",""packaging"":""Bulk"",""color"":""Black""}","[""Travel Gifts""]",,"[24,100,150,250,400]","[""31.45"",""30.18"",""28.95"",""27.72"",""24.97""]",,"[14.982,14.982,14.982,14.982,14.982]","""http://media.pcna.com/ms/?/leeds/large/0011-41BK_D-2/en"""
"""elleven™ 22\"" Squared Duffel with Garment Bag""","""0011-43-Charcoal""","""0011-43-Charcoal""","""Elleven is the next generation in travel bags, built specifically for the frequent traveler. This innovative design combines both a carry-on size duffel and a removable zip-out garment bag. Other smart features include large zippered front organizer pocket and integrated shoe pockets. Padded and adjustable shoulder straps, signature elleven lining and hardware. Free run charges up to 7500 stiches through 12/31/2016\n""","{""material"":""Heathered Polyester and Tarpaulin"",""size"":""12.75\"" H x 21.5\"" W x 9\"" L"",""packaging"":""Bulk"",""color"":""Charcoal""}","[""Duffels""]",,"[6,20,40,60,100]","[""107.7"",""103.43"",""99.15"",""94.87"",""85.47""]",,"[51.282,51.282,51.282,51.282,51.282]","""http://media.pcna.com/ms/?/leeds/large/0011-43CA_D-1/en"""
"""elleven™ Triple Grip Stylus Pen Set""","""0011-44-Silver""","""0011-44-Silver""","""Exclusive elleven™ design features a distinctive shiny chrome upper finish with striking black accents. The intricate triple panel grip allows for ease of comfort and writability. Soft, rubber stylus is ideal for navigating on iPads, iPhone, Androids and other touchscreen devices. Pens include premium blue ink cartridges. elleven™ gift box is included.\n""","{""material"":""Brass"",""size"":""5.75\"" H"",""packaging"":""2-piece premium gift box"",""color"":""Silver""}","[""Metal Pens""]",,"[48,150,300,450,600]","[""23.83"",""22.88"",""21.92"",""21"",""18.9""]",,"[11.339999999999998,11.339999999999998,11.339999999999998,11.339999999999998,11.339999999999998]","""http://media.pcna.com/ms/?/leeds/large/0011-44SL_D-1/en"""
